NEWID,REFMO,REFYR,UCC,PUBFLAG,VALUE_,IMPNUM,VALUE
03440144,01,2017,900000,2,,4,3881
03440144,01,2017,900000,2,,5,7312.3333
03440144,02,2017,900000,2,,1,5165.0833
03440144,02,2017,900000,2,,2,5339.25
03440144,02,2017,900000,2,,3,1946.25
03440144,02,2017,900000,2,,4,3881
03440144,02,2017,900000,2,,5,7312.3333
03440144,03,2017,900000,2,,1,5165.0833
03440144,03,2017,900000,2,,2,5339.25
03440144,03,2017,900000,2,,3,1946.25
03440144,03,2017,900000,2,,4,3881
03440144,03,2017,900000,2,,5,7312.3333
03440144,01,2017,900030,2,,1,1987
03440144,01,2017,900030,2,,2,1987
03440144,01,2017,900030,2,,3,1987
03440144,01,2017,900030,2,,4,1987
03440144,01,2017,900030,2,,5,1987
03440144,02,2017,900030,2,,1,1987
03440144,02,2017,900030,2,,2,1987
03440144,02,2017,900030,2,,3,1987
03440144,02,2017,900030,2,,4,1987
03440144,02,2017,900030,2,,5,1987
03440144,03,2017,900030,2,,1,1987
03440144,03,2017,900030,2,,2,1987
03440144,03,2017,900030,2,,3,1987
03440144,03,2017,900030,2,,4,1987
03440144,03,2017,900030,2,,5,1987
03440144,01,2017,900180,2,,1,7.5
03440144,01,2017,900180,2,,2,7.5
03440144,01,2017,900180,2,,3,7.5
03440144,01,2017,900180,2,,4,7.5
03440144,01,2017,900180,2,,5,7.5
03440144,02,2017,900180,2,,1,7.5
03440144,02,2017,900180,2,,2,7.5
03440144,02,2017,900180,2,,3,7.5
03440144,02,2017,900180,2,,4,7.5
03440144,02,2017,900180,2,,5,7.5
03440144,03,2017,900180,2,,1,7.5
03440144,03,2017,900180,2,,2,7.5
03440144,03,2017,900180,2,,3,7.5
03440144,03,2017,900180,2,,4,7.5
03440144,03,2017,900180,2,,5,7.5
03440144,01,2017,980000,2,,1,7159.5833
03440144,01,2017,980000,2,,2,7333.75
03440144,01,2017,980000,2,,3,3940.75
03440144,01,2017,980000,2,,4,5875.5
03440144,01,2017,980000,2,,5,9306.8333
03440144,02,2017,980000,2,,1,7159.5833
03440144,02,2017,980000,2,,2,7333.75
03440144,02,2017,980000,2,,3,3940.75
03440144,02,2017,980000,2,,4,5875.5
03440144,02,2017,980000,2,,5,9306.8333
03440144,03,2017,980000,2,,1,7159.5833
03440144,03,2017,980000,2,,2,7333.75
03440144,03,2017,980000,2,,3,3940.75
03440144,03,2017,980000,2,,4,5875.5
03440144,03,2017,980000,2,,5,9306.8333
03440154,01,2017,900030,2,,1,64
03440154,01,2017,900030,2,,2,64
03440154,01,2017,900030,2,,3,64
03440154,01,2017,900030,2,,4,64
03440154,01,2017,900030,2,,5,64
03440154,02,2017,900030,2,,1,64
03440154,02,2017,900030,2,,2,64
03440154,02,2017,900030,2,,3,64
03440154,02,2017,900030,2,,4,64
03440154,02,2017,900030,2,,5,64
03440154,03,2017,900030,2,,1,64
03440154,03,2017,900030,2,,2,64
03440154,03,2017,900030,2,,3,64
03440154,03,2017,900030,2,,4,64
03440154,03,2017,900030,2,,5,64
03440154,01,2017,900090,2,,1,57.5833
03440154,01,2017,900090,2,,2,57.5833
03440154,01,2017,900090,2,,3,57.5833
03440154,01,2017,900090,2,,4,57.5833
03440154,01,2017,900090,2,,5,57.5833
03440154,02,2017,900090,2,,1,57.5833
03440154,02,2017,900090,2,,2,57.5833
03440154,02,2017,900090,2,,3,57.5833
03440154,02,2017,900090,2,,4,57.5833
03440154,02,2017,900090,2,,5,57.5833
03440154,03,2017,900090,2,,1,57.5833
03440154,03,2017,900090,2,,2,57.5833
